MEDICAL CONCEPT LABEL,MEDICAL CONCEPT ID
medication::Terbutaline::10368::C0039542,43234
medication::Terconazole 4 mg/ml vaginal cream [terazol 7]::209283::C0711015,43235
medication::Terconazole 4 mg/ml vaginal cream::313226::C0980505,43236
medication::Terconazole 8 mg/ml vaginal cream [terazol 3]::209284::C0711016,43237
medication::Terconazole 8 mg/ml vaginal cream::313227::C0980506,43238
medication::Terconazole 80 mg vaginal suppository [terazol 3]::209285::C0711017,43239
medication::Terconazole 80 mg vaginal suppository::198245::C0690449,43240
medication::Terconazole 80 mg::316770::C0990519,43241
medication::Terconazole vaginal cream::379487::C1253890,43242
medication::Terconazole::37806::C0076115,43243
medication::Terfenadine 60 mg::316771::C0990520,43244
medication::Terfenadine::42330::C0085173,43245
medication::Teriflunomide 14 mg::1310521::C3497716,43246
medication::Teriflunomide 7 mg::1310532::C3497727,43247
medication::Teriparatide::32915::C0070093,43248
medication::Terlipressin::57048::C0145185,43249
medication::Terosin,43250
medication::Terozosin,43251
medication::Terramycin::202964::C0699935,43252
medication::Terturna,43253
"medication::Terumo insulin syringe 0.5cc/27g 1/2 ml 27 x 1/2\"" 268224,influenza tri-val split 07-08 vaccine (pf) 45 mcg/0.5 ml im susp",43254
medication::Tesamorelin 2 mg::1719677::C4057885,43255
medication::Tesamorelin::1044584::C1876200,43256
medication::Tessalon perles::220224::C0723653,43257
medication::Tessalon::227783::C0740256,43258
medication::Tesselon pearls,43259
medication::Test strips,43260
medication::Test strips for glucometer,43261
medication::Testasterone,43262
medication::Testestoren,43263
medication::Testim::353016::C1170653,43264
medication::Testolactone::10378::C0039600,43265
medication::Testopel::353017::C1170654,43266
medication::Testosterone (micronized)::221168::C0724701,43267
medication::Testosterone 100 mg/ml::316774::C0990526,43268
medication::Testosterone 200 mg::330254::C1125816,43269
medication::Testosterone 30 mg::452004::C1383598,43270
medication::Testosterone 50 mg/ml::317511::C0993014,43271
medication::Testosterone 75 mg drug implant::318240::C0995020,43272
medication::Testosterone cypionate 100 mg/ml::835828::C2609896,43273
medication::Testosterone cypionate 200 mg/ml::835839::C2609903,43274
medication::Testosterone cypionate::835827::C0076181,43275
medication::Testosterone enanthate 200 mg/ml::835808::C2609887,43276
medication::Testosterone enanthate::37859::C0076189,43277
medication::Testosterone propionate::10382::C0039607,43278
medication::Testosterone undecanoate::37864::C0076195,43279
medication::Testosterone::10379::C0039601,43280
medication::Tetanus and diphteria toxoid,43281
medication::Tetanus and diphtheria tox (pf) 5 lf unit-2 lf unit/0.5 ml im susp,43282
medication::Tetanus and diphtheria tox (pf) 5 lf unit-2 lf unit/0.5 ml im syringe,43283
medication::Tetanus and diptheria toxoid adsorbed,43284
medication::Tetanus immune globulin::1727875::C4048265,43285
medication::Tetanus toxoid adsorbed (tetanus) 5 units/0.5 ml suspension,43286
medication::Tetanus toxoid adsorbed 10 lf unit/0.5 ml im,43287
medication::Tetanus toxoid adsorbed 10 lf unit/0.5 ml im syringe,43288
medication::Tetanus toxoid adsorbed 10 lf unit/0.5 ml intramuscular syringe,43289
medication::Tetanus toxoid adsorbed 5 lf unit/0.5 ml im,43290
medication::Tetanus toxoid adsorbed 5 lf unit/0.5 ml im syringe,43291
medication::Tetanus toxoid adsorbed inj,43292
medication::Tetanus toxoid for booster use only (tetanus) 4 units/0.5 ml solution,43293
"medication::Tetanus toxoid,adsorbed (pf) 5 lf unit/0.5 ml im",43294
"medication::Tetanus toxoid,adsorbed (pf) 5 lf unit/0.5 ml im susp",43295
"medication::Tetanus toxoid,adsorbed (pf) 5 lf unit/0.5 ml intramuscular suspension",43296
"medication::Tetanus,diphtheria toxoid ped (pf) 5 lf unit-25 lf unit/0.5 ml im susp",43297
"medication::Tetanus,diphtheria toxoids ped (pf) 5 lf unit-6.7 lf unit im susp",43298
"medication::Tetanus-diphtheria toxoids, adult (diphtheria toxoid) 5 units-2units/0.5 ml suspension",43299
"medication::Tetanus-diphtheria toxoids, adult (diphtheria toxoid/tetanus) 2 units-2 units/0.5 ml suspension",43300
"medication::Tetanus-diphtheria toxoids, adult (diphtheria toxoid/tetanus) 5 units-2units/0.5 ml suspension",43301
"medication::Tetanus-diphtheria toxoids, adult (td) (diphtheria toxoid/tetanus) 2 units-2 units/0.5 ml suspension",43302
medication::Tetanus-diphtheria toxoids-td 2 lf unit-2 lf unit/0.5 ml im susp,43303
medication::Tetanus-diphtheria toxoids-td 2 lf unit-2 lf unit/0.5 ml im suspension,43304
medication::Tetanus-diphtheria toxoids-td 5 lf unit-1.5 lf unit im,43305
medication::Tetanus-diphtheria toxoids-td 5 lf unit-1.5 lf unit im syringe,43306
medication::Tetanus-diphtheria toxoids-td 5 lf unit-2 lf unit/0.5 ml im syringe,43307
medication::Tetra-mag 25 mg-600 mg tab,43308
medication::Tetrabenazine 12.5 mg::805463::C2364492,43309
medication::Tetrabenazine 25 mg::333375::C1129826,43310
medication::Tetrabenazine::10390::C0039623,43311
medication::Tetrabenzine,43312
medication::Tetracaine 20 mg/ml topical solution::317161::C0991750,43313
medication::Tetracaine 70 mg::644285::C1724278,43314
medication::Tetracaine hydrochloride::91189::C0304456,43315
medication::Tetracaine::10391::C0039629,43316
medication::Tetracycline 125 mg::335684::C1132721,43317
medication::Tetracycline 25 mg/ml oral suspension::313251::C0980545,43318
medication::Tetracycline 250 mg::328665::C1123623,43319
medication::Tetracycline 500 mg::328666::C1123624,43320
medication::Tetracycline hydrochloride::142446::C0546879,43321
medication::Tetracycline::10395::C0039644,43322
medication::Tetracyclinecaps,43323
medication::Tetracylcine,43324
medication::Tetrahydrocannabinol::10402::C0039663,43325
medication::Tetrahydrozoline hydrochloride::57983::C0148485,43326
medication::Tetrahydrozoline::37935::C0076286,43327
medication::Tetrathiomolydate / thisilyn,43328
medication::Tev-tropin 5 mg sub-q soln,43329
medication::Tev-tropin 5 mg subcutaneous solution,43330
medication::Tev-tropin subq,43331
medication::Teva,43332
medication::Tevapirin,43333
medication::Teveten hct::353022::C1170659,43334
medication::Teveten::262242::C0876891,43335
medication::Texacort::220238::C0723667,43336
medication::Texturna,43337
medication::Thaimine,43338
medication::Thalidamide,43339
medication::Thalidimide,43340
medication::Thalidomide 100 mg::360321::C1178523,43341
medication::Thalidomide 150 mg::700415::C1878762,43342
medication::Thalidomide 200 mg::360322::C1178524,43343
medication::Thalidomide 50 mg::316784::C0990566,43344
medication::Thalidomide::10432::C0039736,43345
medication::Thaliomide 50 mg daily,43346
medication::Thalitone::203477::C0700920,43347
medication::Thalomid::220239::C0723668,43348
medication::Thalomide,43349
medication::Tham,43350
medication::Tham .3m solution,43351
medication::Tham 0.3m solution,43352
medication::Tham solution,43353
medication::Tharidimide,43354
medication::Thazadone,43355
medication::Theanine::38022::C0076380,43356
medication::Thecal pain pump,43357
medication::Theo-24::203388::C0700825,43358
medication::Theo-dur 200 mg 12 hr tab,43359
medication::Theo-dur oral,43360
medication::Theocap 300 mg,43361
medication::Theochron::203401::C0700838,43362
medication::Theodur,43363
medication::Theophyline,43364
medication::Theophyline sustained release,43365
medication::Theophylline 100 mg::316788::C0990574,43366
medication::Theophylline 125 mg::316791::C0990578,43367
medication::Theophylline 200 mg::317514::C0993022,43368
medication::Theophylline 250 mg::316796::C0990584,43369
medication::Theophylline 300 mg::316799::C0990587,43370
medication::Theophylline::10438::C0039771,43371
medication::Theophyllinje sr,43372
medication::Thera flu,43373
medication::Thera m,43374
medication::Thera m plus 27 mg-0.4 mg tab,43375
medication::Thera m plus oral,43376
medication::Thera oral,43377
medication::Thera tab,43378
medication::Thera tablet,43379
medication::Thera tears::1089812::C2978939,43380
medication::Thera-d::1116508::C3163512,43381
medication::Thera-flu,43382
medication::Thera-flu n gel 0.5,43383
medication::Thera-flur gel,43384
medication::Thera-flur gel drops,43385
medication::Thera-flur-n,43386
medication::Thera-gel top,43387
medication::Thera-m,43388
medication::Thera-m enhanced 27 mg-0.4 mg tab,43389
medication::Thera-m oral,43390
medication::Thera-m tab,43391
medication::Thera-m tablet,43392
medication::Thera-plus,43393
medication::Thera-sal top,43394
medication::Thera-tabs m oral,43395
medication::Thera-tears preservative free,43396
medication::Thera-vite m,43397
medication::Theracran::1116515::C3163518,43398
medication::Theradex oral,43399
medication::Theraflu,43400
medication::Theraflu chest and cough,43401
medication::Theraflu cold,43402
medication::Theraflu cold & sore throat 4 mg-60 mg-650 mg packet,43403
medication::Theraflu cold & sore throat oral,43404
medication::Theraflu cold-cough oral,43405
medication::Theraflu cough oral,43406
medication::Theraflu flu,43407
medication::Theraflu flu-chest congestion oral,43408
medication::Theraflu flu-sore throat oral,43409
medication::Theraflu multi symptom oral,43410
medication::Theraflu-n 5% gel,43411
medication::Theraflur n gel 0.5% 24ml,43412
medication::Theragran,43413
medication::Theragran m,43414
medication::Theragran oral,43415
medication::Theragran-m,43416
medication::Theragran-m advanced 50 plus 0.4 mg-250 mcg tab,43417
medication::Theragran-m oral,43418
medication::Theralith xr oral,43419
medication::Theralogix companion oral,43420
medication::Theramine 101.5 mg-333.5 mg cap,43421
medication::Therapeutic,43422
medication::Therapeutic formula-minerals oral,43423
medication::Therapeutic m,43424
medication::Therapeutic minerals,43425
medication::Therapeutic moisture lotion,43426
medication::Therapeutic multivit/mineral 27 mg-0.4 mg tab,43427
medication::Therapeutic multivit/mineral oral,43428
medication::Therapeutic multivitamin,43429
medication::Therapeutic multivitamin (thera),43430
medication::Therapeutic multivitamin (therapeutic),43431
medication::Therapeutic multivitamin cap,43432
medication::Therapeutic multivitamin oral liquid,43433
medication::Therapeutic multivitamin tab,43434
medication::Therapeutic multivitamin tablet,43435
medication::Therapeutic multivitamin w/minerals,43436
medication::Therapeutic multivitamin with minerals,43437
medication::Therapeutic multivitamins w/ minerals,43438
medication::Therapeutic mvi,43439
medication::Therapeutic mvi one tab,43440
medication::Therapeutic mvi w/minerals,43441
medication::Therapeutic vitamins,43442
medication::Therapeutic vitamins and minerals,43443
medication::Therapeutic vitamins oral,43444
medication::Therapeutic vitamins with minerals,43445
medication::Therapeutic vitamins/minerals 1 mg cap,43446
medication::Therapeutic-m 9 mg-0.4 mg tablet,43447
medication::Theratears::220262::C0723692,43448
medication::Theravac,43449
medication::Theravite oral,43450
medication::Theravite oral liquid,43451
medication::Therems,43452
medication::Therems m,43453
medication::Therems oral,43454
medication::Therems tab,43455
medication::Therems tablet,43456
medication::Therems-m 27 mg-0.4 mg tab,43457
medication::Therems-m 27 mg-0.4 mg tablet,43458
medication::Therems-m oral,43459
medication::Therin-m multivit-mineral oral,43460
medication::Therma wrap misc,43461
medication::Thermacare knee/elbow bandage,43462
medication::Thermacare large/xlarge back/hip bandage,43463
medication::Thermacare small/medium back/hip bandage,43464
medication::Thermazene::220297::C0723730,43465
medication::Thermometer,43466
"medication::Thermometer, temple electronic",43467
medication::Thermotabs::220298::C0723731,43468
medication::Therobec oral,43469
medication::Therobec plus oral,43470
medication::Thevagran,43471
medication::Thiabendazole::10450::C0039832,43472
medication::Thiamilate oral,43473
medication::Thiamin,43474
medication::Thiamine 100 mg/ml::316810::C0990640,43475
medication::Thiamine 100 mg::317518::C0993029,43476
medication::Thiamine 25 mg::330775::C1126538,43477
medication::Thiamine 250 mg::330259::C1125871,43478
medication::Thiamine 50 mg::316812::C0990651,43479
medication::Thiamine 500 mg::330261::C1125873,43480
medication::Thiamine hydrochloride 100 mg/ml::1314625::C3500472,43481
medication::Thiamine hydrochloride 100 mg::1244142::C3265123,43482
medication::Thiamine hydrochloride::235355::C0770309,43483
medication::Thiamine mononitrate::10456::C0039844,43484
medication::Thiamine pyrophosphate::10459::C0039848,43485
medication::Thiamine::10454::C0039840,43486
medication::Thiazide,43487
medication::Thick & easy oral,43488
medication::Thick & easy packet,43489
medication::Thick it,43490
medication::Thicken up (diet),43491
"medication::Thickening agent, topical no.1",43492
"medication::Thickening agent, topical no.1 liquid",43493
medication::Thimerosal::10472::C0039867,43494
medication::Thin lancets 26 gauge,43495
medication::Thiobendazole,43496
medication::Thioctic acid 100 mg::1115541::C3163019,43497
medication::Thioctic acid 200 mg::336833::C1134165,43498
medication::Thioctic acid 300 mg::1115567::C3163033,43499
medication::Thioctic acid::6417::C0023791,43500
medication::Thioguanine 40 mg::316813::C0990717,43501
medication::Thioguanine::10485::C0039902,43502
medication::Thiola::227253::C0733414,43503
medication::Thiopental sodium::282416::C0936073,43504
medication::Thiopental::10493::C0039925,43505
medication::Thioridazine 10 mg::328704::C1123675,43506
medication::Thioridazine 100 mg::328710::C1123681,43507
medication::Thioridazine 200 mg::328712::C1123683,43508
medication::Thioridazine 25 mg::328706::C1123677,43509
medication::Thioridazine 50 mg::328708::C1123679,43510
medication::Thioridazine::10502::C0039943,43511
medication::Thiotepa::10473::C0039871,43512
medication::Thiothixene 1 mg::328731::C1123703,43513
medication::Thiothixene 10 mg::328733::C1123705,43514
medication::Thiothixene 2 mg::330820::C1126593,43515
medication::Thiothixene 20 mg::328734::C1123706,43516
medication::Thiothixene 5 mg::328732::C1123704,43517
medication::Thiothixene::10510::C0039955,43518
medication::Thiothixenecaps,43519
medication::Thiothixine oral sol (5mg/ml),43520
medication::Thonzonium::237058::C0772395,43521
medication::Thor oral,43522
medication::Thorazine,43523
medication::Thorazine rect,43524
medication::Thr,43525
medication::Three in one commode,43526
medication::Threonine 500 mg::329059::C1124125,43527
medication::Threonine::10524::C0040005,43528
medication::Thrive::1011867::C2938208,43529
medication::Throat lozenges,43530
medication::Throat lozenges 10 mg,43531
medication::Thrombin-jmi::321876::C1099324,43532
medication::Thrombin::10528::C0040018,43533
medication::Thumb stabilizer misc,43534
medication::Thymoglbulin,43535
medication::Thymoglobulin::225741::C0730920,43536
medication::Thymol iodide::89717::C0301298,43537
medication::Thymol::10553::C0040096,43538
medication::Thymus,43539
medication::Thyrogen,43540
medication::Thyroid,43541
medication::Thyroid (bulk),43542
medication::Thyroid (bulk) misc,43543
medication::Thyroid (bulk) powder,43544
medication::Thyroid (pork) 113.75 mg tablet,43545
medication::Thyroid (pork) 120 mg cap,43546
medication::Thyroid (pork) 120 mg capsule,43547
medication::Thyroid (pork) 120 mg tab,43548
medication::Thyroid (pork) 120 mg tablet,43549
medication::Thyroid (pork) 15 mg tab,43550
medication::Thyroid (pork) 15 mg tablet,43551
medication::Thyroid (pork) 150 mg cap,43552
medication::Thyroid (pork) 16.25 mg tablet,43553
medication::Thyroid (pork) 180 mg tab,43554
medication::Thyroid (pork) 180 mg tablet,43555
medication::Thyroid (pork) 240 mg tab,43556
medication::Thyroid (pork) 240 mg tablet,43557
medication::Thyroid (pork) 30 mg tab,43558
medication::Thyroid (pork) 30 mg tablet,43559
medication::Thyroid (pork) 32.5 mg tab,43560
medication::Thyroid (pork) 32.5 mg tablet,43561
medication::Thyroid (pork) 48.75 mg tab,43562
medication::Thyroid (pork) 48.75 mg tablet,43563
medication::Thyroid (pork) 60 mg cap,43564
medication::Thyroid (pork) 60 mg capsule,43565
medication::Thyroid (pork) 60 mg tab,43566
medication::Thyroid (pork) 60 mg tablet,43567
medication::Thyroid (pork) 65 mg tab,43568
medication::Thyroid (pork) 65 mg tablet,43569
medication::Thyroid (pork) 81.25 mg tablet,43570
medication::Thyroid (pork) 90 mg cap,43571
medication::Thyroid (pork) 90 mg capsule,43572
medication::Thyroid (pork) 90 mg tab,43573
medication::Thyroid (pork) 90 mg tablet,43574
medication::Thyroid (pork) 97.5 mg tablet,43575
medication::Thyroid (pork) oral,43576
medication::Thyroid 120 mg tab,43577
medication::Thyroid 120 mg tablet,43578
medication::Thyroid 15 mg tab,43579
medication::Thyroid 30 mg tab,43580
medication::Thyroid 30 mg tablet,43581
medication::Thyroid 3gr,43582
medication::Thyroid 60 mg tab,43583
medication::Thyroid 60 mg tablet,43584
medication::Thyroid 65 mg tab,43585
medication::Thyroid 90 mg tab,43586
medication::Thyroid 90 mg tablet,43587
medication::Thyroid armour,43588
medication::Thyroid hormone3,43589
medication::Thyroid med,43590
medication::Thyroid med name unkn,43591
medication::Thyroid medication,43592
medication::Thyroid natural tr,43593
medication::Thyroid oral,43594
"medication::Thyroid pills,pain meds",43595
medication::Thyroid tablet,43596
medication::Thyroid tabs,43597
"medication::Thyroid, bp pills",43598
"medication::Thyroid, pork (bulk) 100 % 3 x usp powder",43599
medication::Thyroidixm,43600
medication::Thyrolar::57213::C0145867,43601
medication::Thyrotropin alfa::4952::C2587204,43602
medication::Thyroxin,43603
medication::Thyroxine::10582::C0040165,43604
medication::Tiagabine::31914::C0068897,43605
medication::Tiazac::220309::C0723743,43606
medication::Tibetan medicine,43607
medication::Ticagrelor 90 mg::1116633::C3163568,43608
medication::Ticagrelor::1116632::C1999375,43609
medication::Ticarcillin::10591::C0040193,43610
medication::Tice bcg::94317::C0307852,43611
medication::Ticlid::227257::C0733418,43612
medication::Ticlopidine::10594::C0040207,43613
medication::Tiegcycline,43614
medication::Tiegecyclin,43615
medication::Tiegecycline,43616
medication::Tiegecylin,43617
medication::Tigacycline,43618
medication::Tigan::227528::C0733768,43619
medication::Tigecyclin,43620
medication::Tigecycline 50 mg::1724328::C4060355,43621
medication::Tigecycline::384455::C1260298,43622
medication::Tigecyclineinj,43623
medication::Tigecylcine,43624
medication::Tigecyline,43625
medication::Tiger balm::1039686::C1815436,43626
medication::Tikosyn::261672::C0876188,43627
medication::Tilia fe oral,43628
medication::Timalol,43629
medication::Timazepam,43630
medication::Timentin::38283::C0076686,43631
medication::Timilol,43632
medication::Timodol,43633
medication::Timolide oral,43634
medication::Timolol 10 mg::330504::C1126179,43635
medication::Timolol 20 mg::328746::C1123721,43636
medication::Timolol 5 mg::328745::C1123720,43637
medication::Timolol hemihydrate::221172::C0724707,43638
medication::Timolol maleate::42933::C0087093,43639
medication::Timolol::10600::C0040233,43640
medication::Timoptic::10601::C0040235,43641
medication::Tin::10603::C0040238,43642
medication::Tinactin::220322::C0723757,43643
medication::Tincture::317008::C0991583,43644
medication::Tindamax::539806::C1601334,43645
medication::Tineacide::1113403::C3160550,43646
medication::Tinidazole 250 mg::477235::C1509978,43647
medication::Tinidazole 500 mg::333392::C1129845,43648
medication::Tinidazole::10612::C0040263,43649
medication::Tinofovir,43650
medication::Tinzaparin::69646::C0216278,43651
medication::Tioconazole 0.065 mg/mg vaginal ointment::198380::C0690863,43652
medication::Tioconazole::38298::C0076705,43653
medication::Tiopronin 100 mg::316829::C0990811,43654
medication::Tiopronin::6765::C0025405,43655
medication::Tiotropium bromide::393575::C1306772,43656
medication::Tiotropium::69120::C0213771,43657
medication::Tipranavir 250 mg::577210::C1620868,43658
medication::Tipranavir::190548::C0663733,43659
medication::Tipranivir,43660
medication::Tiprinavir,43661
medication::Tirofiban::73137::C0247025,43662
medication::Tirosint::728656::C1964481,43663
medication::Tis-u-sol::220326::C0723761,43664
medication::Tissue::T024,43665
medication::Titralac::220327::C0723762,43666
medication::Tivicay::1433874::C3542464,43667
medication::Tizanadine,43668
medication::Tizandine,43669
medication::Tizanidiine,43670
medication::Tizanidine 2 mg::332441::C1128669,43671
medication::Tizanidine 4 mg::330833::C1126612,43672
medication::Tizanidine 6 mg::335754::C1132796,43673
medication::Tizanidine hydrochloride::236460::C0771735,43674
medication::Tizanidine::57258::C0146011,43675
medication::Tizanindine,43676
medication::Tl gard rx::880942::C2725173,43677
medication::Tmc-125,43678
medication::Tmp-smx,43679
medication::Tmp-smx ds,43680
medication::Tmp-smz(gco#01-1195),43681
medication::Tmp/smx,43682
medication::Tmp/smx 0.004mg/ml,43683
medication::Tmp/smx 0.04mg/ml,43684
medication::Tmp/smx 0.4mg/ml,43685
medication::Tmp/smx 4mg/ml,43686
medication::Tmp/smz (gco#01-1195),43687
medication::Tmz/114/145,43688
medication::Tmz125,43689
medication::Tobi::220329::C0723764,43690
medication::Tobradex::220330::C0723765,43691
medication::Tobramax,43692
medication::Tobramycin 28 mg::1374567::C3556791,43693
medication::Tobramycin 40 mg/ml::328622::C1123574,43694
medication::Tobramycin sulfate::7276::C0027519,43695
medication::Tobramycin::10627::C0040341,43696
medication::Tobramycininj,43697
medication::Tobrex::220333::C0723768,43698
medication::Tocainide::42359::C0085237,43699
medication::Tocilizumab::612865::C1609165,43700
medication::Tocopherol acetate::39625::C0078373,43701
medication::Tocopherol::1236136::C3255108,43702
medication::Today::896747::C0310367,43703
medication::Toe splint,43704
medication::Tofacitinib 5 mg::1357537::C3505040,43705
medication::Tofacitinib::1357536::C2930696,43706
medication::Tofranil-pm::220334::C0723769,43707
medication::Tofranil::6716::C0025231,43708
medication::Tolbutamide::10635::C0040374,43709
medication::Tolcapone 100 mg::316837::C0990857,43710
medication::Tolcapone::72937::C0246330,43711
medication::Tolmetin 200 mg::328642::C1123599,43712
medication::Tolmetin 400 mg::328644::C1123601,43713
medication::Tolmetin 600 mg::328645::C1123602,43714
medication::Tolmetin::10636::C0040377,43715
medication::Tolnaftate 0.01 mg/mg topical gel::313420::C0980752,43716
medication::Tolnaftate 0.01 mg/mg topical powder [lamisil defense]::692849::C1873790,43717
medication::Tolnaftate 0.01 mg/mg topical powder [tinactin]::209660::C0711446,43718
medication::Tolnaftate 0.01 mg/mg topical powder::313422::C0980754,43719
medication::Tolnaftate 10 mg/ml topical cream [tinactin]::209651::C0711437,43720
medication::Tolnaftate 10 mg/ml topical cream::103951::C0353619,43721
medication::Tolnaftate 10 mg/ml topical spray [tinactin]::209674::C0711460,43722
medication::Tolnaftate 10 mg/ml topical spray::313421::C0980753,43723
medication::Tolnaftate::10637::C0040379,43724
medication::Tolteradine,43725
medication::Tolterodine tartrate::221174::C0724710,43726
medication::Tolterodine::119565::C0388753,43727
medication::Tolu balsam::1116238::C0163641,43728
medication::Tolvaptan 15 mg::849825::C2684740,43729
medication::Tolvaptan 30 mg::849832::C2684746,43730
medication::Tolvaptan::358257::C1176308,43731
medication::Tolvaptin,43732
medication::Tomazepam,43733
medication::Tomorrow::96797::C0310370,43734
medication::Tomoxifen,43735
medication::Tomsulosin,43736
medication::Tonalin cla oral,43737
medication::Toothpaste::10652::C0040462,43738
medication::Topama,43739
medication::Topama`x,43740
medication::Topamax::220343::C0723778,43741
medication::Topanes,43742
medication::Topasole,43743
medication::Topcare ultra comfort 1/2 ml 31 x 5/16\ syringe,43744
medication::Toperamite,43745
medication::Topex::543726::C1588823,43746
medication::Topical cream::316982::C0991551,43747
medication::Topical foam::346285::C1160727,43748
medication::Topical gel::346286::C1160728,43749
medication::Topical lotion::316983::C0991552,43750
medication::Topical oil::316984::C0991553,43751
medication::Topical ointment::316985::C0991554,43752
medication::Topical powder::317009::C0991585,43753
medication::Topical solution::316986::C0991555,43754
medication::Topical spray::346165::C1154185,43755
medication::Topical suspension::1649353::C2348806,43756
medication::Topicort::220345::C0723780,43757
medication::Topimarate,43758
medication::Topiragen::901323::C2741504,43759
medication::Topiramate 100 mg::317520::C0993062,43760
medication::Topiramate 15 mg::316839::C0990865,43761
medication::Topiramate 200 mg::316840::C0990866,43762
medication::Topiramate 25 mg::316841::C0990867,43763
medication::Topiramate 50 mg::335759::C1132802,43764
medication::Topiramate::38404::C0076829,43765
medication::Topiramte,43766
medication::Topirasmate,43767
medication::Topirimate,43768
medication::Topomax,43769
medication::Topoprol xl,43770
medication::Toporol,43771
medication::Topotecan 1 mg::452837::C1384447,43772
medication::Topotecan::57308::C0146224,43773
medication::Topral xl,43774
medication::Topramax,43775
medication::Toprol::865575::C2723006,43776
medication::Toprolol,43777
medication::Toprolol xl,43778
medication::Toprolxl,43779
medication::Toprophan oral,43780
medication::Toradol::57309::C0146226,43781
medication::Toremide,43782
medication::Toremifene 60 mg::330281::C1125895,43783
medication::Toremifene::38409::C0076836,43784
medication::Toresemide,43785
medication::Toresmide,43786
medication::Torisel::723805::C1951646,43787
medication::Torpol xl,43788
medication::Torprol xl,43789
medication::Torprolxl,43790
medication::Torsemi,43791
medication::Torsemide 10 mg/ml::316843::C0990870,43792
medication::Torsemide 10 mg::316842::C0990869,43793
medication::Torsemide 100 mg::316844::C0990871,43794
medication::Torsemide 20 mg::317521::C0993063,43795
medication::Torsemide 5 mg::316845::C0990872,43796
medication::Torsemide injection::1729520::C4074697,43797
medication::Torsemide::38413::C0076840,43798
medication::Torsemideinj,43799
medication::Torsemidelet,43800
medication::Torsomide,43801
medication::Tositumomab::263010::C0879399,43802
medication::Toviaz::810072::C2370090,43803
medication::Tozal oral,43804
medication::Tpa,43805
medication::Tpn,43806
medication::Tpn 1800 kcal to infuse for 12 hours from 9 pm to 9 am,43807
medication::Tpn adult,43808
medication::Tpn base bag neonates 150 ml,43809
medication::Tpn central custom msq,43810
medication::Tpn central standard msq,43811
medication::Tpn electrolytes,43812
medication::Tpn electrolytes ii,43813
medication::Tpn electrolytes iii iv,43814
medication::Tpn electrolytes iv,43815
medication::Tpn neonatal,43816
medication::Tpn order,43817
medication::Tpn order (neonate),43818
medication::Tpn pediatric,43819
medication::Tpn pediatric central,43820
medication::Tpn peripheral custom msq,43821
medication::Tpn peripheral standard msq,43822
medication::Tpn-central,43823
medication::Tpn-peripheral,43824
medication::Tr-vi-sol,43825
medication::Traamadol hcl,43826
medication::Trach collar,43827
medication::Trach ties (velcro),43828
medication::Traclear tablet,43829
medication::Tracleer::323502::C1101331,43830
medication::Traconozole,43831
medication::Tracrolimus,43832
medication::Tradjenta::1100703::C3153996,43833
medication::Tramadol hydrochloride 50 mg::835602::C2609804,43834
medication::Tramadol hydrochloride::82110::C2350089,43835
medication::Tramadol::10689::C0040610,43836
medication::Tramador,43837
medication::Tramata,43838
medication::Tramatan,43839
medication::Tramcinolone acetonide,43840
medication::Tramdol,43841
medication::Trametinib 0.5 mg::1425100::C3644501,43842
medication::Trametinib 2 mg::1425115::C3644516,43843
medication::Trametinib::1425099::C2697961,43844
medication::Tranadol,43845
medication::Trandate::152440::C0592195,43846
medication::Trandolapril 1 mg::317522::C0993064,43847
medication::Trandolapril 2 mg::316847::C0990875,43848
medication::Trandolapril 4 mg::316848::C0990876,43849
medication::Trandolapril::38454::C0076891,43850
medication::Tranexamic acid 500 mg::317523::C0993065,43851
medication::Tranexamic acid 650 mg::883825::C2726311,43852
medication::Tranexamic acid::10691::C0040613,43853
medication::Trans-ver-sal 15 % topical kit,43854
medication::Trans-ver-sal plantarpatch 15 % kit,43855
medication::Trans-ver-sal top,43856
medication::Transcutaneous electrical nerve stimulators (tens) device,43857
medication::Transderm scop::220372::C0729160,43858
medication::Transderm-scop,43859
medication::Transderm-scop 1.5 mg 72 hr transderm patch,43860
medication::Transderm-scop 1.5 mg transdermal 72 hour patch,43861
medication::Transdorsapril,43862
medication::Transfer sets,43863
medication::Transfuse 2 units o negative blood,43864
"medication::Transfuse 6pk platelets, please",43865
medication::Transipeg,43866
medication::Transparent dressings 1 3/4\ x 1 3/4,43867
medication::Transparent dressings 11\ x 17 3/4,43868
medication::Transparent dressings 2 3/8\ x 2 3/4,43869
medication::Transparent dressings 2.375\ x 4,43870
medication::Transparent dressings 2\ x 1.5,43871
medication::Transparent dressings 2\ x 2 3/4,43872
medication::Transparent dressings 3 1/2\ x 4,43873
medication::Transparent dressings 3 1/2\ x 6,43874
medication::Transparent dressings 3.5\ x 10,43875
medication::Transparent dressings 3.5\ x 8,43876
medication::Transparent dressings 4 1/2\ x 4 3/4,43877
medication::Transparent dressings 4\ x 4,43878
medication::Transparent dressings 4\ x 4 1/2,43879
medication::Transparent dressings 4\ x 4 3/4,43880
medication::Transparent dressings 4\ x 8,43881
medication::Transparent dressings 6\ x 11,43882
medication::Transparent dressings 6\ x 8,43883
medication::Transparent dressings 8\ x 12,43884
"medication::Transpore clear first aid 1\ x 360\"" tape",43885
"medication::Transpore surgical 1\ x 360\"" tape",43886
medication::Transpore surgical 2\ x 10 yard tape,43887
